repo,stars,new-stars-last-30d,new-stars-last-14d,new-stars-last-7d,new-stars-last-24H,stars-per-mille-30d,days-last-star,days-last-commit,days-since-creation,mentionable-users,language,archived,dependencies,main-category,sub-category,min-go-version,liveness
digitalcrab/browscap_go,45,1,1,0,0,22.222,11,522,3348,5,Go,false,0,Miscellaneous,Uncategorized,,5.000
steambap/captcha,138,0,0,0,0,0.000,64,115,2258,4,Go,false,2,Miscellaneous,Uncategorized,1.20,0.000
kubeservice-stack/common,4,0,0,0,0,0.000,159,58,361,3,Go,false,15,Miscellaneous,Uncategorized,1.18,0.000
cstockton/go-conv,383,0,0,0,0,0.000,243,816,2594,4,Go,false,0,Miscellaneous,Uncategorized,1.17,0.000
miolini/datacounter,47,0,0,0,0,0.000,33,218,2956,5,Go,false,0,Miscellaneous,Uncategorized,1.11,0.000
neotoolkit/faker,10,0,0,0,0,0.000,74,484,664,1,Go,true,0,Miscellaneous,Uncategorized,1.18,0.000
pioz/faker,84,3,1,1,0,35.714,6,43,1213,1,Go,false,1,Miscellaneous,Uncategorized,1.14,10.000
go-ffmt/ffmt,300,3,3,3,0,10.000,1,728,3198,2,Go,false,0,Miscellaneous,Uncategorized,,10.000
TwinProduction/gatus,4197,87,48,27,2,20.729,0,4,1536,67,Go,false,23,Miscellaneous,Uncategorized,1.20,60.000
lana/go-commandbus,11,0,0,0,0,0.000,42,1306,1506,11,Go,false,3,Miscellaneous,Uncategorized,1.13,0.000
jolestar/go-commons-pool,1185,2,2,0,0,1.688,9,195,2881,5,Go,false,2,Miscellaneous,Uncategorized,1.13,5.000
eapache/go-resiliency,1893,17,9,2,0,8.980,3,95,3276,7,Go,false,0,Miscellaneous,Uncategorized,1.13,15.000
gen2brain/go-unarr,256,0,0,0,0,0.000,33,33,2939,5,Go,false,0,Miscellaneous,Uncategorized,1.19,0.000
brianvoe/gofakeit,3401,61,32,11,0,17.936,1,3,3130,46,Go,false,0,Miscellaneous,Uncategorized,1.17,50.000
antham/gommit,106,0,0,0,0,0.000,35,11,2635,4,Go,false,8,Miscellaneous,Uncategorized,1.18,5.000
shirou/gopsutil,9596,85,37,17,2,8.858,0,6,3501,265,Go,false,8,Miscellaneous,Uncategorized,1.15,60.000
osamingo/gosh,35,0,0,0,0,0.000,96,200,2003,1,Go,false,0,Miscellaneous,Uncategorized,1.18,0.000
haxpax/gosms,1436,2,1,1,0,1.393,5,1229,3220,4,Go,false,0,Miscellaneous,Uncategorized,,10.000
cabify/gotoprom,108,0,0,0,0,0.000,30,1389,1864,9,Go,false,2,Miscellaneous,Uncategorized,1.12,0.000
pariz/gountries,401,4,3,2,0,9.975,5,462,2866,14,Go,false,2,Miscellaneous,Uncategorized,1.17,10.000
ddddddO/gtree,165,11,7,2,1,66.667,0,0,902,1,Go,false,6,Miscellaneous,Uncategorized,1.21,55.000
alexliesenfeld/health,721,7,2,0,0,9.709,10,31,868,5,Go,false,1,Miscellaneous,Uncategorized,1.18,5.000
dimiro1/health,445,0,0,0,0,0.000,68,1490,2810,5,Go,false,3,Miscellaneous,Uncategorized,1.11,0.000
etherlabsio/healthcheck,258,1,1,1,0,3.876,4,424,2282,10,Go,false,0,Miscellaneous,Uncategorized,1.12,10.000
Wing924/hostutils,12,0,0,0,0,0.000,417,214,2244,2,Go,false,1,Miscellaneous,Uncategorized,1.20,0.000
osamingo/indigo,104,0,0,0,0,0.000,110,200,2634,1,Go,false,2,Miscellaneous,Uncategorized,1.18,0.000
hyperboloide/lk,324,3,3,3,0,9.259,3,237,2682,3,Go,false,4,Miscellaneous,Uncategorized,1.17,10.000
llir/llvm,1102,7,2,2,1,6.352,0,84,3346,14,Go,false,6,Miscellaneous,Uncategorized,1.13,20.000
pascaldekloe/metrics,27,0,0,0,0,0.000,85,240,1754,1,Go,false,0,Miscellaneous,Uncategorized,1.19,0.000
alwindoss/morse,80,0,0,0,0,0.000,38,445,1921,4,Go,false,0,Miscellaneous,Uncategorized,1.17,0.000
lrita/numa,18,0,0,0,0,0.000,51,240,1804,1,Go,false,2,Miscellaneous,Uncategorized,1.12,0.000
neotoolkit/openapi,10,1,1,1,0,100.000,6,510,664,2,Go,true,2,Miscellaneous,Uncategorized,1.18,0.000
hyperboloide/pdfgen,65,0,0,0,0,0.000,64,2097,2909,1,Go,false,0,Miscellaneous,Uncategorized,,0.000
mavihq/persian,76,0,0,0,0,0.000,100,28,2223,4,Go,false,0,Miscellaneous,Uncategorized,,2.000
aofei/sandid,41,0,0,0,0,0.000,38,471,1985,1,Go,false,0,Miscellaneous,Uncategorized,1.13,0.000
Wing924/shellwords,21,0,0,0,0,0.000,127,212,2242,1,Go,false,1,Miscellaneous,Uncategorized,1.17,0.000
teris-io/shortid,898,5,2,0,0,5.568,9,518,2875,4,Go,false,0,Miscellaneous,Uncategorized,1.18,5.000
containrrr/shoutrrr,746,18,6,5,0,24.129,2,12,1682,26,Go,false,9,Miscellaneous,Uncategorized,1.18,20.000
mingard/sitemap-format,4,0,0,0,0,0.000,63,366,437,1,Go,false,2,Miscellaneous,Uncategorized,1.19,0.000
qmuntal/stateless,707,10,3,1,0,14.144,3,25,1529,6,Go,false,0,Miscellaneous,Uncategorized,1.19,12.000
go-playground/stats,169,0,0,0,0,0.000,35,2627,2986,3,Go,false,0,Miscellaneous,Uncategorized,,0.000
hackebrot/turtle,152,0,0,0,0,0.000,95,775,2261,5,Go,false,3,Miscellaneous,Uncategorized,1.14,0.000
pantrif/url-shortener,43,0,0,0,0,0.000,98,285,1993,1,Go,false,3,Miscellaneous,Uncategorized,1.19,0.000
chmike/varint,10,0,0,0,0,0.000,42,42,717,1,Go,false,0,Miscellaneous,Uncategorized,1.17,0.000
rkoesters/xdg,36,0,0,0,0,0.000,38,74,3625,2,Go,false,0,Miscellaneous,Uncategorized,1.13,0.000
go-xkg/xkg,56,0,0,0,0,0.000,140,3236,3239,1,Go,false,0,Miscellaneous,Uncategorized,,0.000
ulikunitz/xz,433,1,1,1,0,2.309,5,339,3381,5,Go,false,0,Miscellaneous,Uncategorized,1.12,10.000
detectlanguage/detectlanguage-go,23,0,0,0,0,0.000,96,566,1434,1,Go,false,1,Natural Language Processing,Language Detection,1.13,0.000
rylans/getlang,160,0,0,0,0,0.000,50,1056,2087,4,Go,false,0,Natural Language Processing,Language Detection,,0.000
endeveit/guesslanguage,57,0,0,0,0,0.000,179,3258,3258,1,Go,false,0,Natural Language Processing,Language Detection,,0.000
abadojack/whatlanggo,598,1,0,0,0,1.672,16,1718,2461,7,Go,false,0,Natural Language Processing,Language Detection,1.12,2.000
agonopol/go-stem,76,0,0,0,0,0.000,77,3062,4438,1,Go,false,0,Natural Language Processing,Morphological Analyzers,,0.000
danieldk/go2vec,50,0,0,0,0,0.000,85,2375,3216,1,Go,false,0,Natural Language Processing,Morphological Analyzers,,0.000
rjohnsondev/golibstemmer,20,0,0,0,0,0.000,417,3440,4120,2,Go,false,0,Natural Language Processing,Morphological Analyzers,,0.000
dinopuguh/gosentiwordnet,11,0,0,0,0,0.000,84,982,1306,1,Go,false,1,Natural Language Processing,Morphological Analyzers,1.14,0.000
jonreiter/govader,38,1,1,0,0,26.316,10,293,1399,3,Go,false,1,Natural Language Processing,Morphological Analyzers,1.14,5.000
PIMPfiction/govader_backend,5,0,0,0,0,0.000,238,586,591,1,Go,false,3,Natural Language Processing,Morphological Analyzers,1.18,0.000
ikawaha/kagome,759,4,0,0,0,5.270,19,32,3432,13,Go,false,3,Natural Language Processing,Morphological Analyzers,1.19,2.000
goodsign/libtextcat,13,0,0,0,0,0.000,106,3977,3994,1,Go,false,0,Natural Language Processing,Morphological Analyzers,,0.000
Shixzie/nlp,387,4,1,1,0,10.336,6,2251,2488,1,Go,true,0,Natural Language Processing,Morphological Analyzers,,0.000
james-bowman/nlp,422,3,3,2,1,7.109,0,920,2439,5,Go,false,0,Natural Language Processing,Morphological Analyzers,,20.000
rookii/paicehusk,29,0,0,0,0,0.000,118,3804,4066,1,Go,false,0,Natural Language Processing,Morphological Analyzers,,0.000
a2800276/porter,12,0,0,0,0,0.000,333,3698,3713,1,Go,false,0,Natural Language Processing,Morphological Analyzers,,0.000
zhenjl/porter2,46,0,0,0,0,0.000,417,3002,3223,1,Go,false,0,Natural Language Processing,Morphological Analyzers,,0.000
afjoseph/RAKE.Go,104,2,1,1,0,19.231,1,1470,2526,2,Go,false,0,Natural Language Processing,Morphological Analyzers,,10.000
goodsign/snowball,36,0,0,0,0,0.000,106,3993,3993,1,C,false,0,Natural Language Processing,Morphological Analyzers,,0.000
nlpodyssey/spago,1651,67,39,26,1,40.581,0,17,1412,12,Go,false,2,Natural Language Processing,Morphological Analyzers,1.21,52.000
jorelosorio/spellingcorrector,2,0,0,0,0,0.000,355,605,613,1,Go,false,0,Natural Language Processing,Morphological Analyzers,1.17,0.000
mozillazg/go-slugify,88,0,0,0,0,0.000,54,2652,2680,2,Go,false,0,Natural Language Processing,Slugifiers,,0.000
gosimple/slug,1030,11,5,4,0,10.680,1,408,3519,28,Go,false,1,Natural Language Processing,Slugifiers,1.11,10.000
avelino/slugify,32,0,0,0,0,0.000,417,2026,3141,2,Go,false,0,Natural Language Processing,Slugifiers,,0.000
yanyiwu/gojieba,2249,29,16,10,0,12.895,2,204,2989,13,Go,false,0,Natural Language Processing,Tokenizers,1.13,15.000
xujiajun/gotokenizer,18,0,0,0,0,0.000,129,1683,1864,2,Go,false,0,Natural Language Processing,Tokenizers,,0.000
go-ego/gse,2352,28,12,6,0,11.905,1,12,2338,7,Go,false,2,Natural Language Processing,Tokenizers,1.17,20.000
awsong/MMSEGO,62,0,0,0,0,0.000,417,4231,4231,1,Go,false,0,Natural Language Processing,Tokenizers,,0.000
jdkato/prose,3022,4,3,2,1,1.324,0,787,2464,12,Go,true,2,Natural Language Processing,Tokenizers,1.16,0.000
blevesearch/segment,80,2,0,0,0,25.000,16,333,3319,3,Go,false,0,Natural Language Processing,Tokenizers,1.18,2.000
neurosnap/sentences,392,6,2,2,1,15.306,0,7,3025,8,Go,false,0,Natural Language Processing,Tokenizers,1.18,25.000
osamingo/shamoji,13,0,0,0,0,0.000,417,351,2309,1,Go,false,5,Natural Language Processing,Tokenizers,1.18,0.000
dchest/stemmer,50,0,0,0,0,0.000,338,2537,4625,2,Go,false,0,Natural Language Processing,Tokenizers,,0.000
pebbe/textcat,70,0,0,0,0,0.000,191,1000,4074,1,Go,false,1,Natural Language Processing,Tokenizers,1.16,0.000
m1/go-localize,55,1,1,0,0,18.182,7,749,1425,3,Go,false,2,Natural Language Processing,Translation,1.13,5.000
dveselov/mystem,31,0,0,0,0,0.000,43,2600,2635,1,Go,false,0,Natural Language Processing,Translation,,0.000
mozillazg/go-pinyin,1493,21,13,9,0,14.066,1,187,3295,7,Go,false,0,Natural Language Processing,Translation,1.11,15.000
leonelquinteros/gotext,402,5,2,0,0,12.438,7,45,2707,20,Go,false,1,Natural Language Processing,Translation,1.13,5.000
goodsign/icu,21,0,0,0,0,0.000,45,3977,3993,1,Go,false,0,Natural Language Processing,Translation,,0.000
mehanizm/iuliia-go,39,0,0,0,0,0.000,71,885,1300,2,Go,false,0,Natural Language Processing,Translation,1.13,0.000
vorlif/spreak,26,0,0,0,0,0.000,71,270,558,1,Go,false,2,Natural Language Processing,Translation,1.17,0.000
youthlin/t,16,0,0,0,0,0.000,71,146,897,2,Go,false,5,Natural Language Processing,Translation,1.17,0.000
endeveit/enca,16,1,0,0,0,62.500,16,2804,3258,1,Go,false,0,Natural Language Processing,Transliteration,,2.000
mozillazg/go-unidecode,116,4,2,0,0,34.483,11,187,2688,3,Go,false,0,Natural Language Processing,Transliteration,1.12,5.000
fiam/gounidecode,79,0,0,0,0,0.000,115,3063,4217,2,Go,false,0,Natural Language Processing,Transliteration,,0.000
alexsergivan/transliterator,36,1,1,1,0,27.778,3,429,1309,3,Go,false,1,Natural Language Processing,Transliteration,1.13,10.000
mdlayher/arp,343,5,3,1,0,14.577,4,554,3056,9,Go,false,2,Networking,,1.12,10.000
stabbycutyou/buffstreams,254,0,0,0,0,0.000,68,2771,3063,3,Go,false,0,Networking,,,0.000
zubairhamed/canopus,152,0,0,0,0,0.000,192,2109,3189,5,Go,false,0,Networking,,,0.000
yl2chen/cidranger,862,5,2,1,0,5.800,3,781,2280,10,Go,false,1,Networking,,1.13,10.000
mdlayher/dhcp6,76,0,0,0,0,0.000,99,1712,3102,5,Go,false,1,Networking,,1.12,0.000
miekg/dns,7304,69,33,18,0,9.447,1,3,4854,222,Go,false,4,Networking,,1.19,50.000
mosajjal/dnsmonster,283,2,1,0,0,7.067,12,12,1378,7,Go,false,25,Networking,,1.21,10.000
DarthPestilane/easytcp,767,19,16,11,0,24.772,1,18,936,6,Go,false,9,Networking,,1.17,17.000
songgao/ether,79,0,0,0,0,0.000,190,2783,3468,1,Go,false,0,Networking,,,0.000
mdlayher/ethernet,269,0,0,0,0,0.000,70,634,3060,3,Go,false,1,Networking,,1.12,0.000
cheng-zhongliang/event,151,0,0,0,0,0.000,49,23,321,2,Go,false,0,Networking,,1.13,2.000
valyala/fasthttp,20368,135,69,32,1,6.628,0,5,2952,193,Go,false,7,Networking,,1.20,60.000
fortio/fortio,3051,15,9,7,0,4.916,1,2,2230,39,Go,false,12,Networking,,1.18,25.000
jlaffaye/ftp,1184,11,9,6,0,9.291,1,4,4578,44,Go,false,2,Networking,,1.17,25.000
fclairamb/ftpserverlib,377,1,0,0,0,2.653,24,11,2609,25,Go,false,6,Networking,,1.19,7.000
shoriwe/fullproxy,66,0,0,0,0,0.000,53,158,1207,1,Go,false,9,Networking,,1.20,0.000
xtaci/gaio,522,7,2,2,0,13.410,1,611,1429,1,Go,false,0,Networking,,1.13,10.000
Allenxuxu/gev,1676,7,2,0,0,4.177,8,350,1538,10,Go,false,14,Networking,,1.14,5.000
jimlambrt/gldap,101,1,1,1,0,9.901,4,15,675,2,Go,false,7,Networking,,1.20,12.000
DrmagicE/gmqtt,929,10,6,5,1,10.764,0,63,1888,14,Go,false,23,Networking,,1.14,25.000
panjf2000/gnet,8142,67,39,25,2,8.229,0,29,1728,25,Go,false,7,Networking,,1.17,52.000
fish-tennis/gnet,12,0,0,0,0,0.000,85,115,744,1,Go,false,1,Networking,,1.16,0.000
google/gnxi,246,0,0,0,0,0.000,51,17,2244,32,Python,false,0,Networking,,,2.000
hashicorp/go-getter,1541,8,2,2,0,5.191,2,38,2958,1179,Go,false,13,Networking,,1.13,10.000
joeig/go-powerdns,74,0,0,0,0,0.000,33,41,1975,10,Go,false,1,Networking,,1.16,0.000
lampctl/go-sse,6,0,0,0,0,0.000,49,181,325,1,Go,false,0,Networking,,1.18,0.000
ccding/go-stun,608,4,3,1,0,6.579,1,70,3744,11,Go,false,0,Networking,,1.14,10.000
osrg/gobgp,3347,25,12,5,2,7.469,0,7,3352,147,Go,false,23,Networking,,1.20,30.000
sunwxg/golibwireshark,29,0,0,0,0,0.000,240,2215,2924,1,Go,false,0,Networking,,,0.000
google/gopacket,5899,63,28,18,1,10.680,0,464,3168,169,Go,false,4,Networking,,1.12,40.000
akrennmair/gopcap,476,0,0,0,0,0.000,33,3034,5112,13,Go,false,0,Networking,,,0.000
sunwxg/goshark,17,1,1,1,0,58.824,2,2215,2939,2,Go,false,0,Networking,,,10.000
soniah/gosnmp,1018,13,5,3,1,12.770,0,16,4100,80,Go,false,4,Networking,,1.20,22.000
gansidui/gotcp,507,0,0,0,0,0.000,99,2405,3505,4,Go,false,0,Networking,,,0.000
cavaliercoder/grab,1323,16,12,6,0,12.094,3,679,2873,10,Go,false,0,Networking,,,15.000
koofr/graval,28,0,0,0,0,0.000,417,1141,3496,3,Go,false,6,Networking,,1.13,0.000
lxzan/gws,699,219,202,199,33,313.305,0,3,435,6,Go,false,2,Networking,,1.18,70.000
gchaincl/httplab,3927,10,6,4,2,2.546,0,31,2473,17,Go,false,4,Networking,,1.20,25.000
wzshiming/httpproxy,20,0,0,0,0,0.000,235,17,1949,1,Go,false,1,Networking,,1.18,2.000
c-robinson/iplib,125,3,2,0,0,24.000,8,84,1657,4,Go,false,0,Networking,,1.12,5.000
udhos/jazigo,198,3,2,0,0,15.152,12,15,2719,1,Go,false,7,Networking,,1.20,7.000
xtaci/kcp-go,3789,27,11,4,1,7.126,0,36,3077,15,Go,false,8,Networking,,1.21,25.000
xtaci/kcptun,13512,53,18,5,0,3.922,1,36,2822,18,Go,false,7,Networking,,1.21,15.000
fanux/lhttp,691,1,1,0,0,1.447,11,2050,2881,6,Go,false,0,Networking,,,5.000
ian-kent/linkio,52,0,0,0,0,0.000,417,2293,3251,2,Go,false,0,Networking,,,0.000
kirillDanshin/llb,14,0,0,0,0,0.000,279,2784,2827,1,Go,false,0,Networking,,,0.000
hashicorp/mdns,1048,10,6,3,0,9.542,3,77,3579,130,Go,false,2,Networking,,1.13,15.000
lesismal/nbio,1813,33,15,12,2,18.202,0,2,1392,15,Go,false,1,Networking,,1.16,35.000
cloudwego/netpoll,3718,36,16,9,2,9.683,0,23,996,33,Go,false,2,Networking,,1.15,27.000
intel-go/nff-go,1327,7,1,1,0,5.275,4,360,2424,22,Go,false,0,Networking,,,10.000
aerogo/packet,75,1,0,0,0,13.333,25,1484,2211,1,Go,false,1,Networking,,1.12,2.000
yahoo/panoptes-stream,39,1,1,1,0,25.641,4,989,1135,19,Go,false,29,Networking,,1.15,10.000
schollz/peerdiscovery,615,3,1,0,0,4.878,9,8,2035,11,Go,false,2,Networking,,1.13,10.000
aybabtme/portproxy,53,0,0,0,0,0.000,212,3262,3262,1,Go,false,0,Networking,,,0.000
polera/publicip,27,1,0,0,0,37.037,25,2515,2515,1,Go,false,0,Networking,,,2.000
lucas-clemente/quic-go,8889,124,59,25,2,13.950,0,0,2781,93,Go,false,11,Networking,,1.20,80.000
mdlayher/raw,422,1,1,1,0,2.370,5,634,3056,12,Go,true,4,Networking,,1.17,0.000
pkg/sftp,1409,12,8,6,0,8.517,2,8,3665,77,Go,false,3,Networking,,1.15,20.000
gliderlabs/ssh,3192,43,16,6,1,13.471,0,51,2601,41,Go,false,2,Networking,,1.12,25.000
eduardonunesp/sslb,145,0,0,0,0,0.000,90,312,2952,2,Go,false,3,Networking,,1.19,0.000
go-rtc/stun,487,0,0,0,0,0.000,42,1089,2763,6,Go,true,0,Networking,,1.12,0.000
firstrow/tcp_server,423,0,0,0,0,0.000,64,976,3322,6,Go,true,0,Networking,,1.13,0.000
lim-yoona/tcpack,174,16,2,0,0,91.954,11,33,44,1,Go,false,1,Networking,,1.20,5.000
two/tspool,14,0,0,0,0,0.000,417,1846,1848,1,Go,false,0,Networking,,,0.000
anacrolix/utp,169,0,0,0,0,0.000,120,183,3165,5,Go,false,6,Networking,,1.20,0.000
yahoo/vssh,919,3,1,0,0,3.264,10,1091,1256,19,Go,false,2,Networking,,1.14,5.000
songgao/water,1769,21,11,5,0,11.871,2,1340,3889,14,Go,false,0,Networking,,,15.000
pions/webrtc,11941,151,71,39,4,12.646,0,2,2009,208,Go,false,16,Networking,,1.13,60.000
masterzen/winrm,409,0,0,0,0,0.000,32,52,3609,30,Go,false,7,Networking,,1.14,0.000
xfxdev/xtcp,146,0,0,0,0,0.000,40,1357,2787,2,Go,false,0,Networking,,1.14,0.000
opus-domini/fast-shot,10,6,5,4,1,600.000,0,7,63,2,Go,false,0,Networking,HTTP Clients,1.21.4,25.000
h2non/gentleman,1024,6,5,4,0,5.859,2,1002,2826,11,Go,false,0,Networking,HTTP Clients,,10.000
hashicorp/go-cleanhttp,345,18,1,1,0,52.174,3,289,2948,70,Go,false,0,Networking,HTTP Clients,1.13,10.000
bozd4g/go-http-client,64,1,1,1,0,15.625,2,347,1434,1,Go,false,1,Networking,HTTP Clients,1.19,10.000
NdoleStudio/go-otelroundtripper,74,1,1,1,0,13.514,6,10,727,2,Go,false,5,Networking,HTTP Clients,1.20,15.000
wenerme/go-req,20,0,0,0,0,0.000,214,500,860,1,Go,false,2,Networking,HTTP Clients,1.16,0.000
hashicorp/go-retryablehttp,1705,22,8,3,0,12.903,2,9,2902,1156,Go,false,2,Networking,HTTP Clients,1.13,20.000
go-zoox/fetch,56,2,1,0,0,35.714,11,12,612,2,Go,false,6,Networking,HTTP Clients,1.18,10.000
levigross/grequests,1995,6,5,3,1,3.008,0,331,3081,10,Go,false,2,Networking,HTTP Clients,1.19,20.000
gojektech/heimdall,2513,11,5,2,0,4.377,2,910,2129,41,Go,false,4,Networking,HTTP Clients,1.14,10.000
ybbus/httpretry,40,0,0,0,0,0.000,32,268,1382,1,Go,false,1,Networking,HTTP Clients,1.19,0.000
sethgrid/pester,624,1,1,0,0,1.603,8,646,3103,11,Go,false,0,Networking,HTTP Clients,1.14,5.000
imroc/req,3749,52,29,15,0,13.870,1,43,2456,23,Go,false,6,Networking,HTTP Clients,1.20,30.000
monaco-io/request,264,6,2,2,1,22.727,0,138,1333,5,Go,false,2,Networking,HTTP Clients,1.16,20.000
carlmjohnson/requests,1264,41,14,7,0,32.437,1,31,911,6,Go,false,1,Networking,HTTP Clients,1.20,15.000
go-resty/resty,8639,121,67,27,2,14.006,0,34,3003,99,Go,false,2,Networking,HTTP Clients,1.16,50.000
ddo/rq,50,0,0,0,0,0.000,66,1542,2153,1,Go,false,0,Networking,HTTP Clients,,0.000
dghubble/sling,1608,6,4,3,0,3.731,2,19,3152,18,Go,false,1,Networking,HTTP Clients,1.19,12.000
go-gl/gl,996,9,5,4,1,9.036,0,28,3191,20,C,false,0,OpenGL,,1.12,22.000
go-gl/glfw,1454,17,10,3,0,11.692,1,0,3835,39,C,false,0,OpenGL,,1.12,45.000
technohippy/go-glmatrix,7,0,0,0,0,0.000,258,1016,1233,2,Go,false,0,OpenGL,,,0.000
goxjs/gl,169,1,1,1,0,5.917,4,136,3106,2,Go,false,0,OpenGL,,1.19,10.000
goxjs/glfw,79,0,0,0,0,0.000,61,137,3247,3,Go,false,0,OpenGL,,1.19,0.000
go-gl/mathgl,511,9,2,2,0,17.613,3,22,3929,24,Go,false,0,OpenGL,,1.11,12.000
uptrace/bun,2605,65,33,15,1,24.952,0,47,928,71,Go,false,5,ORM,,1.19,50.000
Yiling-J/cacheme-go,24,1,0,0,0,41.667,14,699,776,1,Go,false,7,ORM,,1.16,2.000
facebook/ent,14288,124,46,24,1,8.679,0,2,1619,215,Go,false,16,ORM,,1.20,60.000
hashicorp/go-dbw,9,1,0,0,0,111.111,17,16,728,100,Go,false,18,ORM,,1.19,4.000
jschoedt/go-firestorm,47,0,0,0,0,0.000,54,704,1809,3,Go,false,6,ORM,,,0.000
rushteam/gosql,176,0,0,0,0,0.000,54,880,1300,2,Go,false,2,ORM,,1.13,0.000
huandu/go-sqlbuilder,1121,14,7,5,0,12.489,1,14,2151,17,Go,false,2,ORM,,1.13,17.000
gosuri/go-store,112,0,0,0,0,0.000,54,2458,3162,4,Go,false,0,ORM,,,0.000
golobby/orm,147,1,0,0,0,6.803,14,79,819,6,Go,false,8,ORM,,1.18,2.000
go-gorm/gorm,34106,312,158,82,8,9.148,0,2,3676,366,Go,false,2,ORM,,1.18,62.000
xxjwxc/gormt,2265,12,6,3,0,5.298,1,178,1657,37,Go,false,11,ORM,,1.18,15.000
go-gorp/gorp,3693,6,5,2,0,1.625,1,395,4335,72,Go,false,5,ORM,,1.18,10.000
Fs02/grimoire,160,0,0,0,0,0.000,54,753,2083,7,Go,false,7,ORM,,1.14,0.000
abrahambotros/lore,14,0,0,0,0,0.000,54,2218,2394,1,Go,false,0,ORM,,,0.000
marlow/marlow,14,0,0,0,0,0.000,54,1186,1193,1,Go,false,2,ORM,,1.14,0.000
gobuffalo/pop,1389,9,4,0,0,6.479,10,205,2109,103,Go,false,22,ORM,,1.16,5.000
prisma/prisma-client-go,1715,42,16,7,0,24.490,1,0,1515,23,Go,false,3,ORM,,1.16,45.000
go-reform/reform,1427,6,3,2,0,4.205,2,662,2823,16,Go,false,8,ORM,,1.17,10.000
go-rel/rel,691,8,4,2,0,11.577,4,20,1504,29,Go,false,3,ORM,,1.21,12.000
volatiletech/sqlboiler,6111,57,26,11,1,9.327,0,30,2827,138,Go,false,17,ORM,,1.16,40.000
upper/db,3408,20,12,7,0,5.869,2,12,3678,34,Go,false,13,ORM,,1.15,20.000
albrow/zoom,304,1,0,0,0,3.289,29,288,3776,5,Go,false,0,ORM,,,2.000
golang/dep,12919,1,1,1,0,0.077,4,1168,2598,192,Go,true,0,Package Management,,,0.000
Masterminds/glide,8162,1,1,0,0,0.123,8,1591,3419,80,Go,false,0,Package Management,,,5.000
tools/godep,5568,1,0,0,0,0.180,15,2121,3853,45,Go,true,0,Package Management,,,0.000
mattn/gom,1389,0,0,0,0,0.000,64,1576,3720,34,Go,true,0,Package Management,,,0.000
nitrous-io/goop,780,0,0,0,0,0.000,153,3334,3440,4,Go,false,0,Package Management,,,0.000
lunny/gop,50,0,0,0,0,0.000,381,1702,2464,1,Go,true,0,Package Management,,,0.000
gpmgo/gopm,2473,0,0,0,0,0.000,49,1573,3838,18,Go,true,0,Package Management,,,0.000
kardianos/govendor,4942,0,0,0,0,0.000,33,1356,3141,51,Go,true,0,Package Management,,,0.000
pote/gpm,1196,0,0,0,0,0.000,213,2262,3726,24,Shell,false,0,Package Management,,,0.000
nao1215/gup,230,4,4,1,0,17.391,1,32,637,8,Go,false,10,Package Management,,1.18,10.000
VividCortex/johnny-deps,214,0,0,0,0,0.000,417,1067,3773,13,Perl,true,0,Package Management,,,0.000
lucasepe/modgv,475,3,0,0,0,6.316,16,268,1161,3,Go,false,1,Package Management,,1.19,2.000
raydac/mvn-golang,157,1,1,1,0,6.369,1,8,2795,10,Java,false,0,Package Management,,,15.000
jingweno/nut,234,0,0,0,0,0.000,417,3067,3220,5,Go,false,0,Package Management,,,0.000
DamnWidget/VenGO,123,0,0,0,0,0.000,38,2761,3318,1,Go,false,0,Package Management,,,0.000
nikolaydubina/go-instrument,106,5,1,1,1,47.170,0,94,377,1,Go,false,1,Performance,,1.21,20.000
jaegertracing/jaeger,18639,158,75,40,3,8.477,0,0,2772,305,Go,false,88,Performance,,1.20,80.000
pixie-labs/pixie,4982,54,32,20,2,10.839,0,0,1360,74,C++,false,97,Performance,,1.21,80.000
pkg/profile,1914,6,5,2,0,3.135,1,394,3314,14,Go,false,1,Performance,,1.13,10.000
arl/statsviz,2995,15,7,3,0,5.008,1,41,1191,9,Go,false,2,Performance,,1.20,15.000
kamilsk/tracer,82,2,2,1,1,24.390,0,1260,1609,1,Go,false,0,Performance,,1.11,20.000
ccbrown/api-fu,52,0,0,0,0,0.000,58,43,1572,3,Go,false,7,Query Language,,1.18,0.000
tomwright/dasel,4616,34,19,7,0,7.366,1,11,1152,21,Go,false,7,Query Language,,1.21,20.000
thedevsaddam/gojsonq,2112,11,4,3,0,5.208,1,971,2008,7,Go,false,0,Query Language,,1.13,10.000
SeldonIO/goven,57,1,1,0,0,17.544,8,583,829,7,Go,false,5,Query Language,,1.18,5.000
99designs/gqlgen,9297,67,32,13,1,7.207,0,6,2106,349,Go,false,18,Query Language,,1.18,60.000
reaganiwadha/grapher,3,0,0,0,0,0.000,51,120,406,1,Go,false,4,Query Language,,1.18,0.000
tmc/graphql,57,0,0,0,0,0.000,332,2360,3135,5,Go,true,0,Query Language,,,0.000
neelance/graphql-go,4541,11,5,1,0,2.422,3,68,2586,83,Go,false,3,Query Language,,1.16,10.000
graphql-go/graphql,9495,51,25,11,1,5.371,0,119,3043,93,Go,false,0,Query Language,,1.13,40.000
Zaba505/gws,7,0,0,0,0,0.000,163,1170,1257,1,Go,false,1,Query Language,,1.14,0.000
AsaiYusuke/jsonpath,19,0,0,0,0,0.000,39,20,1084,1,Go,false,0,Query Language,,1.15,2.000
